PHUSTR_17,,,Compound,,Ústav,Forbindelsen,Anlage,,Konstruaĵaro,Complejo,,Laitos,Installation,Létesítmény,Recinto,調合,복합체,Faciliteit,Forbindelsen,Mieszanka,Complexo,,Complexul,Комплекс,Једињење,Förbandet,Bileşik,,
PHUSTR_18,,,Neurosphere,,Neurosféra,Neurosfæren,Neurosphäre,,Neŭrosfero,Neuroesfera,,Neurosfääri,Neurosphère,Neuroszféra,Neurosfera,ニューロスフィア,뉴로스피어,Neurosferen,Nevrosfæren,Neurosfera,Neurosfera,,Neurosferă,Нейросфера,Неуросфера,Neurosfären,Nörosfer,,
PHUSTR_19,,,NME,,Nepřítel,,,,Mal-BN,N-MIGO,,VHLLNN,NMI,LNSG,NMIC,野郎,NOM,,,WRG,N-MIGO,,INMIC,В.Р.А.Г.,Н.Е.П.Р.,FiND,,,
PHUSTR_20,,,The Death Domain,,Panství smrti,Dødsdomænet,Die Todeszone,,La morta regno,El Dominio Mortal,,Kuoleman piiri,Le Domaine de la Mort,A holtak birtoka,Il Dominio della Morte,死の領域,죽음의 영역,Het domein van de dood,Dødens domene,Domena Śmierci,O Domínio da Morte,,Domeniul morții,Владения смерти,Подручије смрти,Dödsdomänen,Ölüm Alanı,,
PHUSTR_21,,,Slayer,,Zabiják,Slagter,Töter,,Mortigisto,Descuatizador,,Tappaja,Pourfendeur,Halálosztó,Assassino,スレイヤー,슬레이어,Doder,Slakteren,Pogromca,Matador,,Ucigător,Истребитель,Убица,Jägare,Avcı,,
PHUSTR_22,,,Impossible Mission,,Nemožná mise,Umulig mission,Unmögliche Mission,,Neebla tasko,Misión imposible,,Mahdoton tehtävä,Mission Impossible,Lehetetlen küldetés,Missione Impossibile,不可能な任務,임파서블 미션,Onmogelijke missie,Umulig oppdrag,Niemożliwa Misja,Missão Impossível,,Misiune imposibilă,Невыполнимое задание,Немогућа мисија,Omöjligt uppdrag,İmkansız Görev,,
PHUSTR_23,,,Tombstone,,Náhrobek,Gravsten,Grabstein,,Tombŝtono,Lápida,,Hautakivi,Pierre Tombale,Sírkő,Pietra Tombale,墓石,묘비,Grafsteen,Gravstein,Nagrobek,Lápide,,Piatra de mormânt,Надгробие,Надгробни споменик,Gravsten,Mezar Taşı,,
PHUSTR_24,,,The Final Frontier,,Poslední hranice,Den endelige grænse,Die letzte Grenze,,La Fina Limo,La Frontera Final,La Última Frontera,Viimeinen rajamaa,La Frontière Finale,A végső határ,La Frontiera Finale,最後のフロンティア,최후의 개척지,De eindgrens,Den siste grensen,Ostateczna Granica,A Fronteira Final,,Ultima frontieră,Последний рубеж,Коначна граница,Den sista gränsen,Son Sınır,,
PHUSTR_25,,,The Temple of Darkness,,Chrám temna,Mørkets tempel,Der Tempel der Dunkelheit,,La Idolejo de Mallumo,El Templo de la Oscuridad,,Pimeyden temppeli,Le Temple des Ténèbres,A sötétség temploma,Il Tempio dell'Oscurità,暗黒の神殿,어둠의 신전,De tempel van de duisternis,Mørkets tempel,Świątynia Mroku,O Templo da Escuridão,,Templul tenebros,Храм тьмы,Храм таме,Mörkrets tempel,Karanlığın Tapınağı,,
PHUSTR_26,,,Bunker,,Bunkr,,,,Bunkro,Búnker,,Bunkkeri,,,,バンカー,방공호,,,Bunkier,Casamata,,Buncăr,Бункер,Бункер,,Sığınak,,
PHUSTR_27,,,Anti-Christ,,Antikrist,,Antichrist,,Antikristo,Anticristo,,Antikristus,Anti-Christ,Antikrisztus,Anticristo,アンチキリスト,적그리스도,Antichrist,Antikrist,Antychryst,Anticristo,,Antihrist,Антихрист,Антихрист,Antikrist,Mesih Karşıtı,,
PHUSTR_28,,,The Sewers,,Kanály,Kloakkerne,Kanäle,,La Kanalo,Las Alcantarillas,,Viemärit,Les Egouts,A kanális,Le Fogne,下水道,하수구,De rioleringen,Kloakken,Ścieki,Os Esgotos,,Canalizarea,Канализация,Канализација,Sjukhusen,Kanalizasyonlar,,
PHUSTR_29,,,Odyssey of Noises,,Odysea křiku,Lydenes odyssé,Odyssee der Geräusche,,Vojaĝo de Sonoj,Odisea de Ruidos,,Äänten harharetki,Odysée de Bruits,A moraj ösvénye,Odissea dei Rumori,オデッセイのノイズ,속삭임의 여정,Odyssee van geluiden,Lydenes odyssé,Odyseja Wrzawy,Odisséia de Ruidos,,Odiseea zgomotelor,Одиссея шумов,Одисеја шумова,Ljudets odyssé,Seslerin Odyssey'i,,
PHUSTR_30,,,The Gateway of Hell,,Brána pekla,Helvedes port,Tor zur Hölle,,La Pordego de Inferno,La Puerta del Infierno,,Helvetin porttikäytävä,La Porte des Enfers,Átjáró a pokolba,La Porta dell'Inferno,地獄の関門,지옥의 차원문,De poort van de hel,Porten til helvete,Brama Piekieł,O Portão do Inferno,,Poarta spre infern,Врата ада,Пролаз пакла,Helvetets port,Cehennem Kapısı,,
PHUSTR_31,,,Cyberden,,Kyberdoupě,,Cyberbau,,Cibernesto,Ciber-guarida,,Kyberpesä,Cyber-Antre,Kiberodú,Cybergabbia,サイバーの巣,사이버소굴,,,Cybernora,Ciberantro,,Cibervizuină,Киберлогово,Сајбер-јазбина,,Siber'in ini,,
PHUSTR_32,,,Go 2 It,,Jdi do toho,,,,Iru al ĝi!,Ve a x ello,Ve x eso,Iske kii,,Menj oda!,Dacci Dentro,逝ってこい,함 해 봐,Ga ervoor,,Do Dzieła,Vai Fundo,Siga em Frente,Du-te la ei,П0лный вп3рёд,Иди ка њему,Gå till det,Devam Et,,
,blackroom warmup level names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSTR_E1M4B,,,Phobos Mission Control,,,,,,,,,,,,,,,,,Centrum Kontroli Fobosa,,,,Центр управления Фобоса,,,,,
HUSTR_E1M8B,,,Tech Gone Bad,,,,,,,,,,,,,,,,,Popsuta technologia,,,,Испортившаяся технология,,,,,
,sigil level names (sans level #),,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSTR_E5M1,,,Baphomet's Demesne,,,,,,,,,,,,,,,,,Terytorium Bafometa,,,,Владение Бафомета,,,,,
HUSTR_E5M2,,,Sheol,,,,,,,,,,,,,,,,,Szeol,,,,Шеол,,,,,
HUSTR_E5M3,,,Cages of the Damned,,,,,,,,,,,,,,,,,Klatki potępionych,,,,Клетки проклятых,,,,,
HUSTR_E5M4,,,Paths of Wretchedness,,,,,,,,,,,,,,,,,Ścieżki niedoli,,,,Пути убожества,,,,,
HUSTR_E5M5,,,Abaddon's Void,,,,,,,,,,,,,,,,,Pustka Abaddonu,,,,Пустота Абаддона,,,,,
HUSTR_E5M6,,,Unspeakable Persecution,,,,,,,,,,,,,,,,,Przeraźliwy ucisk,,,,Ужасающее угнетение,,,,,
HUSTR_E5M7,,,Nightmare Underworld,,,,,,,,,,,,,,,,,Koszmarne podziemia,,,,Кошмарная преисподня,,,,,
HUSTR_E5M8,,,Halls of Perdition,,,,,,,,,,,,,,,,,Korytarze Potępienia,,,,Залы погибели,,,,,
HUSTR_E5M9,,,Realm of Iblis,,,,,,,,,,,,,,,,,Królestwo Eblisa,,,,Царство Иблиса,,,,,
,sigil2 level names (sans level #),,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSTR_E6M1,,,Cursed Darkness,,,,,,,,,,,,,,,,,Przeklęty mrok,,,,Проклятая тьма,,,,,
HUSTR_E6M2,,,Violent Hatred,,,,,,,,,,,,,,,,,Zaciekła nienawiść,,,,Яростная ненависть,,,,,
HUSTR_E6M3,,,Twilight Desolation,,,,,,,,,,,,,,,,,Spustoszenie o zmierzchu,,,,Сумерчное запустение,,,,,
HUSTR_E6M4,,,Fragments of Sanity,,,,,,,,,,,,,,,,,Odłamki poczytalności,,,,Отрывки здравомыслия,,,,,
HUSTR_E6M5,,,Wrathful Reckoning,,,,,,,,,,,,,,,,,Gniewny osąd,,,,Гневная расплата,,,,,
HUSTR_E6M6,,,Vengeance Unleashed,,,,,,,,,,,,,,,,,Wyzwolona zemsta,,,,Вольная месть,,,,,
HUSTR_E6M7,,,Descent Into Terror,,,,,,,,,,,,,,,,,Popadek w przerażenie,,,,Погружение в страх,,,,,
HUSTR_E6M8,,,Abyss of Despair,,,,,,,,,,,,,,,,,Otchłań rozpaczy,,,,Бездна отчаяния,,,,,
HUSTR_E6M9,,,Shattered Homecoming,,,,,,,,,,,,,,,,,Zaniedbany powrót,,,,Разрушенное возвращение,,,,,
,legacy of rust level names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHUSTR_1,,,Scar Gate,,,,,,,,,,,,,,,,,Wrota blizn,,,,Врата шрама,,,,,
XHUSTR_2,,,Sanguine Wastes,,,,,,,,,,,,,,,,,Krwawe odpady,,,,Кровавые отходы,,,,,
XHUSTR_3,,,Spirit Drains,,,,,,,,,,,,,,,,,Kabina dusz [WIP],,,,Стоки душ,,,,,
XHUSTR_4,,,Descending Inferno,,,,,,,,,,,,,,,,,Schodzące Inferno,,,,Нисходящий Ад,,,,,
XHUSTR_5,,,Creeping Hate,,,,,,,,,,,,,,,,,Ukryta nienawiść,,,,Крадущаяся ненависть,,,,,
XHUSTR_6,,,The Coiled City,,,,,,,,,,,,,,,,,Miasto zakrętów,,,,Спиральный город,,,,,
XHUSTR_7,,,Forfeited Salvation,,,,,,,,,,,,,,,,,Przepadłe zbawienie,,,,Утраченное спасение,,,,,
XHUSTR_8,,,Ash Mill,,,,,,,,,,,,,,,,,Młyn popielny [WIP],,,,Пепельная мельница,,,,,
XHUSTR_9,,,Second Coming,,,,,,,,,,,,,,,,,Drugie nadejście,,,,Второе пришествие,,,,,
XHUSTR_10,,,Falsehood,,,,,,,,,,,,,,,,,Kłamstwo,,,,Ложь,,,,,
XHUSTR_11,,,Dis Union,,,,,,,,,,,,,,,,,,,,,,,,,,
XHUSTR_12,,,Echoes of Pain,,,,,,,,,,,,,,,,,Echa bólu,,,,Отголоски боли,,,,,
XHUSTR_13,,,The Rack,,,,,,,,,,,,,,,,,Regał,,,,Стойка,,,,,
XHUSTR_14,,,Soul Silo,,,,,,,,,,,,,,,,,Izolatka dusz,,,,Силос душ,,,,,
XHUSTR_15,,,Brink,,,,,,,,,,,,,,,,,Skraj,,,,Грань,,,,,
XHUSTR_16,,,Panopticon,,,,,,,,,,,,,,,,,Panoptikon,,,,Паноптикум,,,,,
XHUSTR_99,,,Test Map Please Ignore,,,,,,,,,,,,,,,,,Mapa testowa zignoruj ją,,,,Тестовая карта прошу проигнорировать,,,,,
,iddm1 level names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHUSTR_1,,,One,,,,,,,,,,,,,,,,,Pierwsza,,,,,,,,,
MHUSTR_2,,,Surge,,,,,,,,,,,,,,,,,Przypływ,,,,,,,,,
MHUSTR_3,,,Artemis,,,,,,,,,,,,,,,,,Artemida,,,,,,,,,
MHUSTR_4,,,Lazarus 2024,,,,,,,,,,,,,,,,,Łazarz 2024,,,,,,,,,
MHUSTR_5,,,Baneful Crypt,,,,,,,,,,,,,,,,,Zgubna krypta,,,,,,,,,
MHUSTR_6,,,Ziggurat,,,,,,,,,,,,,,,,,,,,,,,,,,
MHUSTR_7,,,Magnificent Seven,,,,,,,,,,,,,,,,,Siedmiu wspaniałych,,,,,,,,,
MHUSTR_8,,,High Hopes,,,,,,,,,,,,,,,,,Wielkie nadzieje,,,,,,,,,
MHUSTR_9,,,Tournament Edition,,,,,,,,,,,,,,,,,Edycja turniejowa,,,,,,,,,
MHUSTR_10,,,Purge Facility,,,,,,,,,,,,,,,,,Placówka ds. czystek,,,,,,,,,
MHUSTR_11,,,Bad Archeology,,,,,,,,,,,,,,,,,Zła archeologia,,,,,,,,,
MHUSTR_12,,,Catapult Ordeal,,,,,,,,,,,,,,,,,Męczarnia z katapultą,,,,,,,,,
MHUSTR_13,,,Moonbase,,,,,,,,,,,,,,,,,Stacja księzycowa,,,,,,,,,
MHUSTR_14,,,X-Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
MHUSTR_15,,,Marble and Blood,,,,,,,,,,,,,,,,,Marmur z krwią,,,,,,,,,
MHUSTR_16,,,Wicked Warehouse,,,,,,,,,,,,,,,,,Potworny magazyn,,,,,,,,,
MHUSTR_17,,,Future Shock,,,,,,,,,,,,,,,,,Szok przyszłości,,,,,,,,,
MHUSTR_18,,,Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,
MHUSTR_19,,,Blood Offering,,,,,,,,,,,,,,,,,Ofiara krwi,,,,,,,,,
MHUSTR_20,,,Corrupted Outpost,,,,,,,,,,,,,,,,,Placówka zepsucia,,,,,,,,,
MHUSTR_21,,,Treatment Station,,,,,,,,,,,,,,,,,Stacja leczenia,,,,,,,,,
MHUSTR_22,,,Luca Doesn't Name Maps,,,,,,,,,,,,,,,,,Luca nie nadaje mapom nazw,,,,,,,,,
MHUSTR_23,,,Good Ideas,,,,,,,,,,,,,,,,,Dobre pomysły,,,,,,,,,
MHUSTR_24,,,Static Station,,,,,,,,,,,,,,,,,Stacja statyczna,,,,,,,,,
MHUSTR_25,,,Heckbase Alpha,,,,,,,,,,,,,,,,,Stacja cholerna Alfa,,,,,,,,,
MHUSTR_26,,,Shoot to Kill,,,,,,,,,,,,,,,,,Strzelaj aby zabić,,,,,,,,,
,id24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID24_GOTINCINERATOR,,,You got the incinerator!,,,,Du hast den Flammenwerfer!,,,¡Ya tienes la incineradora!,,,Vous avez mis la main sur l'incinérateur !,,Hai ottenuto l'inceneritore!,インシネレーターを入手した！,화염 방사기를 획득했습니다!,,,Znajdujesz spalacz!,,Você obteve o incinerador!,,Ты нашёл сжигатель!,,,,你已获得焚化器！,你拿到了焚化槍！
"ID24_GOTCALAMITYBLADE,,,You got the calamity blade!  Hot damn!,,,,Du hast die Unheilsklinge! Wunderschönes Teil!,,,¡Ya tienes la Cuchilla de la Calamidad! ¡La releche!,¡Ya tienes la Cuchilla de la Calamidad! ¡A trocear!,,Vous avez mis la main sur la Calamity Blade ! Ça va être chaud !,,Hai ottenuto la lama della calamità! Wow!,カラミティブレードを入手した！ やったぜ！,칼라미티 블레이드를 획득했습니다!  겁나 핫하네요!,,,Znajdujesz ostrze niedoli! Ale czad!,,Você obteve a lâmina da calamidade! Minha nossa!,,""Ты нашёл «Клинок погибели»! Ух, чёрт!"",,,,你已获得灾刃！酷毙了！,你拿到災厄之刃了！讚啦！"
ID24_GOTFUELCAN,,,Picked up a fuel can.,,,,Treibstoffbehälter eingesammelt.,,,Has recogido una lata de combustible.,Recogiste una lata de combustible.,,Vous avez récupéré un bidon d'essence.,,Hai raccolto una tanica di carburante.,燃料の缶を拾った,연료 캔을 획득했습니다.,,,Podnosisz puszkę z paliwem.,,Pegou um galão de combustível.,,Найдена канистра с топливом.,,,,已拾取1个燃料罐。,撿起了一個燃料罐。
ID24_GOTFUELTANK,,,Picked up a fuel tank.,,,,Treibstoffkanister eingesammelt.,,,Has recogido un depósito de combustible.,Recogiste un depósito de combustible.,,Vous avez récupéré un réservoir d'essence.,,Hai raccolto un serbatoio.,燃料タンクを拾った,연료 탱크를 획득했습니다.,,,Podnosisz bak z paliwem.,,Pegou um tanque de combustível.,,Найден бак с топливом.,,,,已拾取1个燃料箱。,撿起了一個燃料箱。
ID24_COLOR_GREEN,,,Green,,,,Grün,,,Verde,,,Vert,,Verde,グリーン,그린,,,Zielony,,Verde,,Зелёный,,,,绿色,綠色
ID24_COLOR_INDIGO,,,Indigo,,,,Indigoblau,,,Añil,Índigo,,Indigo,,Indaco,インディゴ,인디고,,,Indygo,,Índigo,,Индиго,,,,靛蓝色,靛色
ID24_COLOR_BROWN,,,Brown,,,,Braun,,,Marrón,Café,,Brun,,Marrone,ブラウン,브라운,,,Brązowy,,Marrom,,Коричневый,,,,棕色,棕色
ID24_COLOR_RED,,,Red,,,,Rot,,,Rojo,,,Rouge,,Rosso,レッド,빨간색,,,Czerwony,,Vermelho,,Красный,,,,红色,紅色
ID24_COLOR_YELLOW,,,Yellow,,,,Gelb,,,Amarillo,,,Jaune,,Giallo,イエロー,노란색,,,Żółty,,Amarelo,,Жёлтый,,,,黄色,黃色
ID24_COLOR_BLUE,,,Blue,,,,Blau,,,Azul,,,Bleu,,Blu,ブルー,블루,,,Niebieski,,Azul,,Синий,,,,蓝色,藍色
ID24_COLOR_NAVY,,,Navy,,,,Marineblau,,,Azul marino,,,Bleu marine,,Blu marino,ネイビー,네이비,,,Granatowy,,Azul-marinho,,Тёмно-синий,,,,深蓝色,海軍藍
ID24_COLOR_MAGENTA,,,Magenta,,,,Magenta,,,Magenta,,,Magenta,,Magenta,マゼンタ,마젠타,,,Purpurowy,,Magenta,,Пурпурный,,,,洋红色,洋紅色
,id1 actor tag names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMMO_FUEL,,,Fuel,,,,,,,,,,,,,,,,,Paliwo,,,,,,,,,
TAG_INCINERATOR,,,Incinerator,,,,,,,,,,,,,,,,,Spalacz,,,,,,,,,
TAG_CALAMITYBLADE,,,Calamity Blade,,,,,,,,,,,,,,,,,Ostrze niedoli,,,,,,,,,
,id1 cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID24_GHOUL,,,Ghoul,,,,,,,,,,,,,,,,,Upiór,,,,,,,,,
ID24_BANSHEE,,,Banshee,,,,,,,,,,,,,,,,,,,,,,,,,,
ID24_SHOCKTROOPER,,,Shocktrooper,,,,,,,,,,,,,,,,,Szokowiec,,,,,,,,,
ID24_MINDWEAVER,,,Mindweaver,,,,,,,,,,,,,,,,,Mózgotkacz,,,,,,,,,
ID24_VASSAGO,,,Vassago,,,,,,,,,,,,,,,,,Wassago,,,,,,,,,
ID24_TYRANT,,,Tyrant,,,,,,,,,,,,,,,,,Tyran,,,,,,,,,
